% rows 11 cols 9
 0.00000  -2.3185  -2.3103  -0.0381  -0.0286  -0.0204  -0.0109   8.0520   8.0534
 0.10000  -2.3171  -2.3117  -0.0381  -0.0272  -0.0204  -0.0109   8.0520   8.0534
 0.20000  -2.3171  -2.3117  -0.0381  -0.0272  -0.0218  -0.0095   8.0520   8.0534
 0.30000  -2.3157  -2.3130  -0.0381  -0.0259  -0.0218  -0.0095   8.0520   8.0534
 0.40000  -2.3157  -2.3117  -0.0381  -0.0259  -0.0218  -0.0095   8.0520   8.0534
 0.50000  -2.3171  -2.3117  -0.0381  -0.0272  -0.0218  -0.0095   8.0520   8.0534
 0.60000  -2.3185  -2.3103  -0.0381  -0.0286  -0.0204  -0.0109   8.0520   8.0534
 0.70000  -2.3185  -2.3103  -0.0367  -0.0299  -0.0190  -0.0109   8.0520   8.0534
 0.80000  -2.3185  -2.3103  -0.0367  -0.0299  -0.0190  -0.0109   8.0520   8.0534
 0.90000  -2.3198  -2.3089  -0.0367  -0.0313  -0.0177  -0.0109   8.0520   8.0534
 1.00000  -2.3198  -2.3089  -0.0354  -0.0313  -0.0177  -0.0109   8.0520   8.0534
